"Event_ID","Disaster_Severity_Level","Population_Affected","Available_Rescue_Units","Available_Medical_Units","Response_Time_Minutes","Distance_to_Hospital_KM","Infrastructure_Damage_Percent","Weather_Severity_Index","Communication_Network_Status_Percent","Resource_Allocation_Efficiency_Score","Population_Affected_norm","Available_Rescue_Units_norm","Available_Medical_Units_norm","Response_Time_Minutes_norm","Distance_to_Hospital_KM_norm","Infrastructure_Damage_Percent_norm","Weather_Severity_Index_norm","Communication_Network_Status_Percent_norm","Resource_Allocation_Efficiency_Score_norm","Disaster_Severity_Level_Encoded"
"EVT-00385","Medium",3247,49,41,28.8,13.6,36.7,3.8,64.7,65,0.0602067233760925,0.628205128205128,0.773584905660377,0.21823472356935,0.242,0.367367367367367,0.347368421052632,0.64089521871821,0.6,1
"EVT-00259","Medium",3070,57,28,23,12.4,28.4,3.1,67.5,64.3,0.0567613337745508,0.730769230769231,0.528301886792453,0.161978661493695,0.218,0.284284284284284,0.273684210526316,0.669379450661241,0.592,1
"EVT-00380","Medium",3346,54,37,33.2,16.2,34.8,2.7,69,61.5,0.0621338056955989,0.692307692307692,0.69811320754717,0.260911736178468,0.294,0.348348348348348,0.231578947368421,0.684638860630722,0.56,1
"EVT-00186","Medium",2970,42,25,27.5,13.4,36.8,4.3,62.7,61.1,0.0548147859770697,0.538461538461538,0.471698113207547,0.205625606207565,0.238,0.368368368368368,0.4,0.620549338758901,0.555428571428571,1
"EVT-00281","Medium",3207,40,33,33,17.6,42.4,4.6,74.5,73,0.0594281042571,0.512820512820513,0.622641509433962,0.258971871968962,0.322,0.424424424424424,0.431578947368421,0.74059003051882,0.691428571428571,1
"EVT-00228","Medium",3823,56,30,31.6,16.7,34.6,4,72.3,66.8,0.071418838689584,0.717948717948718,0.566037735849057,0.245392822502425,0.304,0.346346346346346,0.368421052631579,0.718209562563581,0.620571428571429,1
"EVT-00321","Medium",2143,42,24,28.1,13.5,29.1,3.8,79.2,63.8,0.0387168356919004,0.538461538461538,0.452830188679245,0.211445198836081,0.24,0.291291291291291,0.347368421052632,0.788402848423194,0.586285714285714,1
"EVT-00138","Low",612,67,39,12.8,6.2,13.5,2.2,91.4,84.2,0.00891518891246375,0.858974358974359,0.735849056603774,0.0630455868089234,0.094,0.135135135135135,0.178947368421053,0.912512716174975,0.819428571428572,0
"EVT-00578","Critical",45957,3,5,96.5,35.5,85.3,9.3,20.3,25.3,0.891577287680299,0.0384615384615385,0.0943396226415094,0.874878758486906,0.68,0.853853853853854,0.926315789473684,0.189216683621567,0.146285714285714,3
"EVT-00184","Medium",4137,45,32,42.8,20,38.3,4.6,66.9,65.4,0.0775309987736749,0.576923076923077,0.60377358490566,0.354025218234724,0.37,0.383383383383383,0.431578947368421,0.663275686673449,0.604571428571429,1
"EVT-00572","Critical",48706,9,4,77.7,34.3,88.2,9.3,21.2,18.8,0.945087886633056,0.115384615384615,0.0754716981132075,0.692531522793404,0.656,0.882882882882883,0.926315789473684,0.198372329603255,0.072,3
"EVT-00051","Low",537,53,26,18,6.6,11.6,2.5,88.8,70.9,0.00745527806435287,0.67948717948718,0.490566037735849,0.113482056256062,0.102,0.116116116116116,0.210526315789474,0.886063072227874,0.667428571428571,0
"EVT-00097","Low",828,52,33,18,9.9,17,2.5,77.3,73.4,0.0131197321550231,0.666666666666667,0.622641509433962,0.113482056256062,0.168,0.17017017017017,0.210526315789474,0.769074262461851,0.696,0
"EVT-00330","Medium",2991,39,23,27.3,14.8,32.6,4.3,66.5,63.3,0.0552235610145407,0.5,0.433962264150943,0.20368574199806,0.266,0.326326326326326,0.4,0.659206510681587,0.580571428571429,1
"EVT-00522","High",15130,19,13,54.8,27.4,64.7,6.5,46.3,49.3,0.29151499815078,0.243589743589744,0.245283018867925,0.470417070805044,0.518,0.647647647647648,0.631578947368421,0.453713123092574,0.420571428571429,2
"EVT-00545","Critical",35513,16,8,83,38.5,83.8,8.6,27.9,29.5,0.688279835711366,0.205128205128205,0.150943396226415,0.743937924345296,0.74,0.838838838838839,0.852631578947368,0.266531027466938,0.194285714285714,3
"EVT-00568","Critical",42277,14,8,73.8,39.1,81.8,8.9,29.2,25.1,0.819944328732992,0.179487179487179,0.150943396226415,0.65470417070805,0.752,0.818818818818819,0.88421052631579,0.279755849440488,0.144,3
"EVT-00283","Medium",2700,50,30,37,15.5,29,4.1,57.4,57.3,0.0495591069238705,0.641025641025641,0.566037735849057,0.297769156159069,0.28,0.29029029029029,0.378947368421053,0.566632756866734,0.512,1
"EVT-00472","High",12763,30,18,60.5,27.7,63.6,6.8,37.2,36.6,0.2454402117844,0.384615384615385,0.339622641509434,0.525703200775946,0.524,0.636636636636637,0.663157894736842,0.361139369277721,0.275428571428571,2
"EVT-00484","High",10743,29,13,59.8,24.6,43.9,6.4,57.2,45.8,0.206119946275281,0.371794871794872,0.245283018867925,0.518913676042677,0.462,0.439439439439439,0.621052631578947,0.564598168870804,0.380571428571429,2
"EVT-00013","Low",560,54,43,14.7,7.1,8.2,2.4,92.5,80.4,0.00790298405777354,0.692307692307692,0.811320754716981,0.081474296799224,0.112,0.0820820820820821,0.2,0.923702950152594,0.776,0
"EVT-00082","Low",558,62,43,18.2,6.7,12.7,2,90.6,82.2,0.00786405310182391,0.794871794871795,0.811320754716981,0.115421920465567,0.104,0.127127127127127,0.157894736842105,0.904374364191251,0.796571428571429,0
"EVT-00565","Critical",41923,11,5,83,32.9,80.7,9.1,18.9,19.6,0.813053549529909,0.141025641025641,0.0943396226415094,0.743937924345296,0.628,0.807807807807808,0.905263157894737,0.174974567650051,0.0811428571428572,3
"EVT-00235","Medium",3739,37,26,38.2,21.1,41.8,5.3,66.6,56.9,0.0697837385396998,0.474358974358974,0.490566037735849,0.309408341416101,0.392,0.418418418418418,0.505263157894737,0.660223804679552,0.507428571428571,1
"EVT-00361","Medium",1969,57,41,25.9,16.2,30,4.9,75.5,77.9,0.0353298425242832,0.730769230769231,0.773584905660377,0.190106692531523,0.294,0.3003003003003,0.463157894736842,0.750762970498474,0.747428571428571,1
"EVT-00225","Medium",2467,47,29,29.1,16.2,30.2,3.4,71.2,61.7,0.0450236505557394,0.602564102564103,0.547169811320755,0.221144519883608,0.294,0.302302302302302,0.305263157894737,0.707019328585961,0.562285714285714,1
"EVT-00402","High",12899,21,19,49.5,29.1,56.1,6.9,38,39.2,0.248087516788975,0.269230769230769,0.358490566037736,0.419010669253152,0.552,0.561561561561562,0.673684210526316,0.369277721261445,0.305142857142857,2
"EVT-00546","Critical",40004,11,6,105.3,42,79.9,8.9,29.6,30.7,0.775699297296245,0.141025641025641,0.113207547169811,0.960232783705141,0.81,0.7997997997998,0.88421052631579,0.28382502543235,0.208,3
"EVT-00313","Medium",2893,54,31,40.2,18.9,45.1,6.3,78.4,63.7,0.0533159441730092,0.692307692307692,0.584905660377358,0.328806983511154,0.348,0.451451451451451,0.610526315789474,0.780264496439471,0.585142857142857,1
"EVT-00337","Medium",3432,45,25,38.7,16.5,46.5,3.8,72.9,61.2,0.0638078368014327,0.576923076923077,0.471698113207547,0.314258001939864,0.3,0.465465465465465,0.347368421052632,0.724313326551373,0.556571428571429,1
"EVT-00585","Critical",40847,14,6,75.1,37.8,75.7,8.7,24.9,31.4,0.792108695229011,0.179487179487179,0.113207547169811,0.667313288069835,0.726,0.757757757757758,0.863157894736842,0.236012207527976,0.216,3
"EVT-00152","Low",616,62,45,18.9,7.7,6.6,2,87.4,86.2,0.00899305082436299,0.794871794871795,0.849056603773585,0.122211445198836,0.124,0.0660660660660661,0.157894736842105,0.871820956256358,0.842285714285714,0
"EVT-00501","High",10941,34,19,58,22.3,61,7.1,43.9,38.9,0.209974110914293,0.435897435897436,0.358490566037736,0.501454898157129,0.416,0.610610610610611,0.694736842105263,0.429298067141404,0.301714285714286,2
"EVT-00133","Low",507,73,48,18.3,7.2,10.4,1.6,88,88.8,0.00687131372510852,0.935897435897436,0.905660377358491,0.11639185257032,0.114,0.104104104104104,0.115789473684211,0.877924720244151,0.872,0
"EVT-00257","Medium",2578,45,31,22.8,16.1,34.3,3.5,69.3,60.1,0.0471843186109435,0.576923076923077,0.584905660377358,0.16003879728419,0.292,0.343343343343343,0.315789473684211,0.687690742624618,0.544,1
"EVT-00245","Medium",2353,41,31,30.4,15.4,32.7,4.2,69.5,73.7,0.0428045860666109,0.525641025641026,0.584905660377358,0.233753637245393,0.278,0.327327327327327,0.389473684210526,0.689725330620549,0.699428571428572,1
"EVT-00296","Medium",2958,43,17,29.8,13.8,33.2,4.1,63.9,65.8,0.0545812002413719,0.551282051282051,0.320754716981132,0.227934044616877,0.246,0.332332332332332,0.378947368421053,0.632756866734486,0.609142857142857,1
"EVT-00293","Medium",3347,31,22,24.6,16.4,37.6,3.6,62.5,60.3,0.0621532711735737,0.397435897435897,0.415094339622642,0.177497575169738,0.298,0.376376376376376,0.326315789473684,0.61851475076297,0.546285714285714,1
"EVT-00389","Medium",2873,35,27,27.2,14.2,41.1,5,71.7,61.4,0.0529266346135129,0.448717948717949,0.509433962264151,0.202715809893307,0.254,0.411411411411411,0.473684210526316,0.712105798575788,0.558857142857143,1
"EVT-00407","High",12432,17,17,46.7,25,46.5,4.7,48.2,43.9,0.238997138574738,0.217948717948718,0.320754716981132,0.391852570320078,0.47,0.465465465465465,0.442105263157895,0.473041709053917,0.358857142857143,2
"EVT-00427","High",16739,0,11,69.4,25.6,76.5,6.9,41,39.7,0.322834952212252,0,0.207547169811321,0.612027158098933,0.482,0.765765765765766,0.673684210526316,0.399796541200407,0.310857142857143,2
"EVT-00334","Medium",3386,51,41,27.3,18.8,38.1,4,76.8,70.5,0.0629124248145913,0.653846153846154,0.773584905660377,0.20368574199806,0.346,0.381381381381381,0.368421052631579,0.763987792472024,0.662857142857143,1
"EVT-00274","Medium",3603,33,29,25,15.3,39.2,3.8,72.3,65.8,0.0671364335351255,0.423076923076923,0.547169811320755,0.181377303588749,0.276,0.392392392392392,0.347368421052632,0.718209562563581,0.609142857142857,1
"EVT-00600","Critical",48598,5,4,95,42.3,92.4,9.9,6,14.5,0.942985615011777,0.0641025641025641,0.0754716981132075,0.860329776915616,0.816,0.924924924924925,0.989473684210526,0.0437436419125127,0.0228571428571429,3
"EVT-00109","Low",443,61,45,13.2,6.1,4.2,0.8,92,84,0.00562552313472057,0.782051282051282,0.849056603773585,0.066925315227934,0.092,0.042042042042042,0.0315789473684211,0.918616480162767,0.817142857142857,0
"EVT-00020","Low",430,66,41,7.5,5.8,5.2,1.9,97.2,97.9,0.00537247192104802,0.846153846153846,0.773584905660377,0.011639185257032,0.086,0.0520520520520521,0.147368421052632,0.971515768056968,0.976,0
"EVT-00511","High",14746,18,12,54.5,27.2,68.3,6.7,46.8,43.7,0.284040254608452,0.230769230769231,0.226415094339623,0.467507274490786,0.514,0.683683683683684,0.652631578947368,0.458799593082401,0.356571428571429,2
"EVT-00167","Low",595,59,41,19.8,9.5,12.9,3.5,86.3,76.2,0.00858427578689195,0.756410256410256,0.773584905660377,0.13094083414161,0.16,0.129129129129129,0.315789473684211,0.860630722278738,0.728,0
"EVT-00178","Low",547,60,39,17.5,7.5,9.9,2.5,88.9,81.8,0.00764993284410099,0.769230769230769,0.735849056603774,0.108632395732299,0.12,0.0990990990990991,0.210526315789474,0.887080366225839,0.792,0
"EVT-00555","Critical",46615,10,4,87.8,40.7,80.8,8.6,25.9,30.4,0.904385572187725,0.128205128205128,0.0754716981132075,0.790494665373424,0.784,0.808808808808809,0.852631578947368,0.24618514750763,0.204571428571429,3
"EVT-00514","High",14306,13,10,67.9,30.4,58.3,7.8,38,40,0.275475444299535,0.166666666666667,0.188679245283019,0.597478176527643,0.578,0.583583583583584,0.768421052631579,0.369277721261445,0.314285714285714,2
"EVT-00285","Medium",3203,38,27,28.2,15.3,35.5,3.8,68.1,58.4,0.0593502423452008,0.487179487179487,0.509433962264151,0.212415130940834,0.276,0.355355355355355,0.347368421052632,0.675483214649033,0.524571428571429,1
"EVT-00143","Low",265,78,51,7.5,5,9.7,0.9,99.3,87.1,0.0021606680552041,1,0.962264150943396,0.011639185257032,0.07,0.0970970970970971,0.0421052631578947,0.992878942014242,0.852571428571429,0
"EVT-00241","Medium",3282,57,26,28.4,14.3,32.1,4.6,70.4,68.7,0.0608880151052109,0.730769230769231,0.490566037735849,0.214354995150339,0.256,0.321321321321321,0.431578947368421,0.698880976602238,0.642285714285714,1
"EVT-00375","Medium",2471,51,33,23.3,15.2,27.6,4.3,78,68.4,0.0451015124676386,0.653846153846154,0.622641509433962,0.164888457807953,0.274,0.276276276276276,0.4,0.776195320447609,0.638857142857143,1
"EVT-00256","Medium",3405,64,39,35.4,17.9,28.2,4.2,74.2,69.6,0.0632822688961127,0.82051282051282,0.735849056603774,0.282250242483026,0.328,0.282282282282282,0.389473684210526,0.737538148524924,0.652571428571428,1
"EVT-00515","High",10586,55,24,40.8,19.3,52.2,6.3,45.2,51.5,0.203063866233235,0.705128205128205,0.452830188679245,0.33462657613967,0.356,0.522522522522523,0.610526315789474,0.442522889114954,0.445714285714286,2
"EVT-00095","Low",704,54,29,19.5,8.5,15.6,2.7,80.3,75.1,0.0107060128861464,0.692307692307692,0.547169811320755,0.128031037827352,0.14,0.156156156156156,0.231578947368421,0.799593082400814,0.715428571428571,0
"EVT-00415","High",16326,0,3,56.3,28.7,69.2,7.8,39.5,34.5,0.314795709808654,0,0.0566037735849057,0.484966052376334,0.544,0.692692692692693,0.768421052631579,0.384537131230926,0.251428571428571,2
"EVT-00363","Medium",2954,41,31,30.1,16.1,35.6,4.9,66.2,64.3,0.0545033383294727,0.525641025641026,0.584905660377358,0.230843840931135,0.292,0.356356356356356,0.463157894736842,0.656154628687691,0.592,1
"EVT-00042","Low",469,55,37,13.7,8.5,13.2,2.5,93.1,89.1,0.00613162556206568,0.705128205128205,0.69811320754717,0.0717749757516974,0.14,0.132132132132132,0.210526315789474,0.929806714140387,0.875428571428571,0
"EVT-00003","Low",734,55,38,18.6,9.9,13.4,2,81.9,82.1,0.0112899772253908,0.705128205128205,0.716981132075472,0.119301648884578,0.168,0.134134134134134,0.157894736842105,0.81586978636826,0.795428571428571,0
"EVT-00303","Medium",2889,53,33,29.7,14.4,41,3.7,69.2,62.9,0.0532380822611099,0.67948717948718,0.622641509433962,0.226964112512124,0.258,0.41041041041041,0.336842105263158,0.686673448626653,0.576,1
"EVT-00401","High",8413,40,22,40.6,22.6,53.3,6.7,65.4,59.9,0.16076538259397,0.512820512820513,0.415094339622642,0.332686711930165,0.422,0.533533533533533,0.652631578947368,0.648016276703967,0.541714285714286,2
"EVT-00187","Medium",3359,57,36,32.9,17.1,35.1,3.3,77.4,68.7,0.0623868569092714,0.730769230769231,0.679245283018868,0.258001939864209,0.312,0.351351351351351,0.294736842105263,0.770091556459817,0.642285714285714,1
"EVT-00426","High",14243,1,1,58.3,23.6,76.2,7.4,31.2,27.3,0.274249119187122,0.0128205128205128,0.0188679245283019,0.504364694471387,0.442,0.762762762762763,0.726315789473684,0.300101729399797,0.169142857142857,2
"EVT-00157","Low",585,66,42,17.2,8,11.9,2,91.1,89.5,0.00838962100714383,0.846153846153846,0.792452830188679,0.105722599418041,0.13,0.119119119119119,0.157894736842105,0.909460834181078,0.88,0
"EVT-00267","Medium",2865,48,30,29.5,15.9,39.7,3.9,73,58.2,0.0527709107897144,0.615384615384615,0.566037735849057,0.225024248302619,0.288,0.397397397397397,0.357894736842105,0.725330620549339,0.522285714285714,1
"EVT-00580","Critical",33237,11,6,98.8,38.8,79.1,9.5,24,28.6,0.643976407840695,0.141025641025641,0.113207547169811,0.897187196896217,0.746,0.791791791791792,0.947368421052632,0.226856561546287,0.184,3
"EVT-00084","Low",596,49,32,19.6,10.9,14.4,2.2,83.7,82.7,0.00860374126486676,0.628205128205128,0.60377358490566,0.129000969932105,0.188,0.144144144144144,0.178947368421053,0.834181078331638,0.802285714285714,0
"EVT-00314","Medium",2103,49,24,25.4,13.1,31,3.4,60.6,60.2,0.0379382165729079,0.628205128205128,0.452830188679245,0.185257032007759,0.232,0.31031031031031,0.305263157894737,0.599186164801628,0.545142857142857,1
"EVT-00335","Medium",1364,49,30,20.1,18.2,24.8,2.2,75.1,70.1,0.0235532283495221,0.628205128205128,0.566037735849057,0.133850630455868,0.334,0.248248248248248,0.178947368421053,0.746693794506612,0.658285714285714,1
"EVT-00520","High",12800,9,12,60.2,25,62.6,7.8,59.7,40.1,0.246160434469468,0.115384615384615,0.226415094339623,0.522793404461688,0.47,0.626626626626627,0.768421052631579,0.590030518819939,0.315428571428571,2
"EVT-00573","Critical",44793,11,4,92.9,36.4,92.8,9.3,17.5,18.6,0.868919471317618,0.141025641025641,0.0754716981132075,0.83996120271581,0.698,0.928928928928929,0.926315789473684,0.160732451678535,0.0697142857142857,3
"EVT-00523","High",8071,16,18,52.7,27.1,53.9,7.1,49.2,48.8,0.154108189126584,0.205128205128205,0.339622641509434,0.450048496605238,0.512,0.539539539539539,0.694736842105263,0.483214649033571,0.414857142857143,2
"EVT-00325","Medium",4892,39,27,31.6,18.4,49.3,4.8,58.4,66.3,0.0922274346446577,0.5,0.509433962264151,0.245392822502425,0.338,0.493493493493493,0.452631578947368,0.576805696846389,0.614857142857143,1
"EVT-00073","Low",651,56,43,22.5,10.7,13.2,2.7,84.5,84.9,0.0096743425534814,0.717948717948718,0.811320754716981,0.157129000969932,0.184,0.132132132132132,0.231578947368421,0.842319430315361,0.827428571428572,0
"EVT-00064","Low",348,77,46,12.5,1.5,6.7,1.9,95.4,83.9,0.00377630272711346,0.987179487179487,0.867924528301887,0.0601357904946654,0,0.0670670670670671,0.147368421052632,0.953204476093591,0.816,0
"EVT-00599","Critical",32899,11,8,82.9,38.7,82.6,8.3,19.9,27.2,0.637397076285208,0.141025641025641,0.150943396226415,0.742967992240543,0.744,0.826826826826827,0.821052631578947,0.185147507629705,0.168,3
"EVT-00308","Medium",2712,43,37,22.5,11.8,32.7,3.6,63.4,61.4,0.0497926926595683,0.551282051282051,0.69811320754717,0.157129000969932,0.206,0.327327327327327,0.326315789473684,0.627670396744659,0.558857142857143,1
"EVT-00508","High",6036,39,26,44,15,35.5,4.8,57.7,58.2,0.114495941447842,0.5,0.490566037735849,0.365664403491756,0.27,0.355355355355355,0.452631578947368,0.569684638860631,0.522285714285714,2
"EVT-00191","Medium",1324,51,42,24.2,9.9,28.7,3.5,76.2,72.1,0.0227746092305297,0.653846153846154,0.792452830188679,0.173617846750727,0.168,0.287287287287287,0.315789473684211,0.757884028484232,0.681142857142857,1
"EVT-00033","Low",634,53,30,22.5,9.8,9.2,1.7,79.9,76.4,0.0093434294279096,0.67948717948718,0.566037735849057,0.157129000969932,0.166,0.0920920920920921,0.126315789473684,0.795523906408952,0.730285714285714,0
"EVT-00399","High",10972,39,21,66.9,25.2,53.3,7,52.9,51.4,0.210577540731513,0.5,0.39622641509434,0.587778855480116,0.474,0.533533533533533,0.684210526315789,0.520854526958291,0.444571428571429,2
"EVT-00014","Low",517,67,44,21.7,10,10.2,2.8,87.7,88.3,0.00706596850485664,0.858974358974359,0.830188679245283,0.149369544131911,0.17,0.102102102102102,0.242105263157895,0.874872838250254,0.866285714285714,0
"EVT-00061","Low",557,66,46,14.9,9.4,12.1,1.7,80.9,83.4,0.0078445876238491,0.846153846153846,0.867924528301887,0.0834141610087294,0.158,0.121121121121121,0.126315789473684,0.805696846388606,0.810285714285714,0
"EVT-00031","Low",564,55,39,15.9,7.6,13,2.1,86.5,89.8,0.00798084596967279,0.705128205128205,0.735849056603774,0.0931134820562561,0.122,0.13013013013013,0.168421052631579,0.862665310274669,0.883428571428571,0
"EVT-00103","Low",463,60,41,15.6,6.4,10.6,2,88.3,83,0.00601483269421681,0.769230769230769,0.773584905660377,0.0902036857419981,0.098,0.106106106106106,0.157894736842105,0.880976602238047,0.805714285714286,0
"EVT-00075","Low",396,52,39,14.2,7.4,5.8,1.6,86.6,82.6,0.00471064566990442,0.666666666666667,0.735849056603774,0.0766246362754607,0.118,0.0580580580580581,0.115789473684211,0.863682604272635,0.801142857142857,0
"EVT-00405","High",9685,21,15,57.3,27.5,55.1,7.6,45.7,35,0.18552547057793,0.269230769230769,0.283018867924528,0.49466537342386,0.52,0.551551551551552,0.747368421052632,0.447609359104781,0.257142857142857,2
"EVT-00347","Medium",3407,42,18,33,13.9,40.1,4.7,69.2,68.5,0.0633211998520624,0.538461538461538,0.339622641509434,0.258971871968962,0.248,0.401401401401401,0.442105263157895,0.686673448626653,0.64,1
"EVT-00543","Critical",30715,15,8,83.7,37.8,78.5,8.1,25.7,32.6,0.59488447238822,0.192307692307692,0.150943396226415,0.750727449078564,0.726,0.785785785785786,0.8,0.244150559511699,0.229714285714286,3
"EVT-00431","High",14368,32,14,62.3,29.1,56.6,7.2,39.3,38.5,0.276682303933973,0.41025641025641,0.264150943396226,0.543161978661494,0.552,0.566566566566567,0.705263157894737,0.382502543234995,0.297142857142857,2
"EVT-00224","Medium",1677,58,40,25.7,13.9,25.4,3.2,78.3,74.7,0.0296459229556382,0.743589743589744,0.754716981132076,0.188166828322017,0.248,0.254254254254254,0.284210526315789,0.779247202441506,0.710857142857143,1
"EVT-00529","High",12276,28,21,49.4,26.3,59.2,6.8,47.9,47.2,0.235960524010667,0.358974358974359,0.39622641509434,0.4180407371484,0.496,0.592592592592593,0.663157894736842,0.46998982706002,0.396571428571429,2
"EVT-00481","High",11466,46,24,52.8,20.2,59.7,7.4,39.9,47,0.22019348685107,0.58974358974359,0.452830188679245,0.45101842870999,0.374,0.597597597597598,0.726315789473684,0.388606307222787,0.394285714285714,2
"EVT-00394","High",12140,23,18,63.6,26.1,75.3,7.8,50.3,41.2,0.233313219006093,0.294871794871795,0.339622641509434,0.555771096023278,0.492,0.753753753753754,0.768421052631579,0.49440488301119,0.328,2
"EVT-00161","Low",658,56,32,14.8,9,14.7,2.2,79.6,77.7,0.00981060089930508,0.717948717948718,0.60377358490566,0.0824442289039767,0.15,0.147147147147147,0.178947368421053,0.792472024415056,0.745142857142857,0
"EVT-00556","Critical",34628,13,7,88.7,39.7,85.6,8.8,29.5,28.8,0.671052887703658,0.166666666666667,0.132075471698113,0.799224054316198,0.764,0.856856856856857,0.873684210526316,0.282807731434385,0.186285714285714,3
"EVT-00052","Low",496,60,43,17,9.3,11,1.5,91.1,83.6,0.00665719346738559,0.769230769230769,0.811320754716981,0.103782735208535,0.156,0.11011011011011,0.105263157894737,0.909460834181078,0.812571428571429,0
"EVT-00071","Low",427,65,41,13.1,8.5,8.3,1.7,92.8,89.1,0.00531407548712359,0.833333333333333,0.773584905660377,0.0659553831231814,0.14,0.0830830830830831,0.126315789473684,0.92675483214649,0.875428571428571,0
"EVT-00295","Medium",2208,44,35,28.4,20.2,34.6,4,76.8,70.5,0.0399820917602632,0.564102564102564,0.660377358490566,0.214354995150339,0.374,0.346346346346346,0.368421052631579,0.763987792472024,0.662857142857143,1
"EVT-00473","High",12362,34,20,56.3,18.9,65.2,7.6,44.8,49.6,0.237634555116501,0.435897435897436,0.377358490566038,0.484966052376334,0.348,0.652652652652653,0.747368421052632,0.438453713123093,0.424,2
"EVT-00079","Low",527,57,34,12.7,7.9,11.5,2,98.6,91.5,0.00726062328460475,0.730769230769231,0.641509433962264,0.0620756547041707,0.128,0.115115115115115,0.157894736842105,0.985757884028484,0.902857142857143,0
"EVT-00336","Medium",4139,41,16,29.9,10.9,36.2,4.9,67.2,68.6,0.0775699297296245,0.525641025641026,0.30188679245283,0.228903976721629,0.188,0.362362362362362,0.463157894736842,0.666327568667345,0.641142857142857,1
"EVT-00294","Medium",3720,35,25,33.4,12.6,36.2,4.6,75.2,67.3,0.0694138944581784,0.448717948717949,0.471698113207547,0.262851600387973,0.222,0.362362362362362,0.431578947368421,0.747711088504578,0.626285714285714,1
"EVT-00440","High",12436,21,7,60.2,28.3,60.5,6.4,46.6,48.6,0.239075000486637,0.269230769230769,0.132075471698113,0.522793404461688,0.536,0.605605605605606,0.621052631578947,0.45676500508647,0.412571428571429,2
"EVT-00123","Low",427,67,52,11.5,6,5.2,1.7,86.5,85.3,0.00531407548712359,0.858974358974359,0.981132075471698,0.0504364694471387,0.09,0.0520520520520521,0.126315789473684,0.862665310274669,0.832,0
"EVT-00564","Critical",28202,10,7,81.6,40.9,77.9,9.4,17.8,23.8,0.545967726237518,0.128205128205128,0.132075471698113,0.730358874878758,0.788,0.77977977977978,0.936842105263158,0.163784333672431,0.129142857142857,3
"EVT-00316","Medium",4219,33,18,39.7,19.3,37.9,4.5,59.2,50.2,0.0791271679676094,0.423076923076923,0.339622641509434,0.323957322987391,0.356,0.379379379379379,0.421052631578947,0.584944048830112,0.430857142857143,1
"EVT-00226","Medium",2641,47,31,31.5,18.1,40.2,4,56.6,57.6,0.0484106437233566,0.602564102564103,0.584905660377358,0.244422890397672,0.332,0.402402402402402,0.368421052631579,0.558494404883011,0.515428571428571,1
"EVT-00122","Low",358,68,48,14.1,7.1,10.6,2.5,88,97.2,0.00397095750686158,0.871794871794872,0.905660377358491,0.075654704170708,0.112,0.106106106106106,0.210526315789474,0.877924720244151,0.968,0
"EVT-00521","High",10832,47,22,50.2,19.8,57.1,7,53.7,51.3,0.207852373815039,0.602564102564103,0.415094339622642,0.425800193986421,0.366,0.571571571571572,0.684210526315789,0.528992878942014,0.443428571428571,2
"EVT-00558","Critical",35772,8,8,93.9,34.4,81.5,8.5,21.2,22.4,0.693321394506842,0.102564102564103,0.150943396226415,0.849660523763337,0.658,0.815815815815816,0.842105263157895,0.198372329603255,0.113142857142857,3
"EVT-00193","Medium",1966,52,33,26.4,10.7,34.8,3.9,85.1,71.2,0.0352714460903587,0.666666666666667,0.622641509433962,0.194956353055286,0.184,0.348348348348348,0.357894736842105,0.848423194303153,0.670857142857143,1
"EVT-00041","Low",396,67,43,9.5,7.7,8,2.5,92.2,90.5,0.00471064566990442,0.858974358974359,0.811320754716981,0.0310378273520854,0.124,0.0800800800800801,0.210526315789474,0.920651068158698,0.891428571428571,0
"EVT-00125","Low",777,61,29,25,10.1,15.6,2.3,84.4,78.2,0.0121269927783077,0.782051282051282,0.547169811320755,0.181377303588749,0.172,0.156156156156156,0.189473684210526,0.841302136317396,0.750857142857143,0
"EVT-00582","Critical",34118,9,7,99.6,40,82.2,9.1,21.3,22.6,0.661125493936504,0.115384615384615,0.132075471698113,0.904946653734239,0.77,0.822822822822823,0.905263157894737,0.199389623601221,0.115428571428571,3
"EVT-00204","Medium",4160,36,31,37.8,16.9,39.1,4.2,64.7,65.3,0.0779787047670955,0.461538461538462,0.584905660377358,0.30552861299709,0.308,0.391391391391391,0.389473684210526,0.64089521871821,0.603428571428571,1
"EVT-00422","High",14923,25,11,69.5,23.1,60.3,6.8,32.8,37,0.287485644209994,0.320512820512821,0.207547169811321,0.612997090203686,0.432,0.603603603603604,0.663157894736842,0.316378433367243,0.28,2
"EVT-00284","Medium",2093,66,37,27.7,12.6,33.1,3.7,77.5,73.9,0.0377435617931598,0.846153846153846,0.69811320754717,0.207565470417071,0.222,0.331331331331331,0.336842105263158,0.771108850457782,0.701714285714286,1
"EVT-00369","Medium",3039,49,33,34.1,18.6,32.1,3.3,74.9,69,0.0561579039573317,0.628205128205128,0.622641509433962,0.269641125121241,0.342,0.321321321321321,0.294736842105263,0.744659206510682,0.645714285714286,1
"EVT-00243","Medium",2729,35,26,25.2,14.8,34,3.7,68.6,65.7,0.0501236057851401,0.448717948717949,0.490566037735849,0.183317167798254,0.266,0.34034034034034,0.336842105263158,0.680569684638861,0.608,1
"EVT-00306","Medium",2268,52,39,25.5,12.9,30.5,3.2,73.6,67.4,0.0411500204387519,0.666666666666667,0.735849056603774,0.186226964112512,0.228,0.305305305305305,0.284210526315789,0.731434384537131,0.627428571428571,1
